date,sym,qty,status,trader
2020.01.08,SIQ.QX,3,new,23441020
2020.01.08,QNZ.QX,61,new,38094474
2020.01.08,EPW.QX,500,new,23039875
2020.01.08,8IH.QX,1800,new,1364668755
2020.01.08,STO.QX,10000,new,38045759
2020.01.09,QQQtc.OQ,1,new,1387003021
2020.01.09,JP3046300004,3,new,23318947
2020.01.09,QQQtc.OQ,3,new,1387002934
2020.01.09,QMZN.O,4,new,38152560
2020.01.09,IBBtc.OQ,4,replaced,38095796
2020.01.09,IBBtc.OQ,4,replaced,38095796
2020.01.09,FQZ,5,new,38075638
2020.01.09,TWLO.K,5,rejected,38129924
2020.01.09,DBKGnEUR.DEp,10,new,1364685995
2020.01.09,IQU,10,rejected,1431699983
2020.01.09,T,25,new,38152560
2020.01.09,VZ,25,new,38152560
2020.01.09,DFVT.SI,30,new,38161433
2020.01.09,DFVT.SI,30,new,38161433
2020.01.09,SBUX.O,40,new,38155039
2020.01.09,SBUX.O,40,replaced,38155039
2020.01.09,IE00B5V87390,50,new,38157015
2020.01.09,HYFL_p.SI,50,new,1163671697
2020.01.09,TRIP.O,50,new,38155039
2020.01.09,TSLQ.O,50,rejected,1431704025
2020.01.09,TRIP.O,50,replaced,38155039
2020.01.09,MO,65,new,38152560
2020.01.09,IUKD.L,70,new,23805313
2020.01.09,USO,75,new,38152560
2020.01.09,VUSD.L,80,new,895627398
2020.01.09,QNZ.QX,100,new,895625414
2020.01.09,9885.T,100,new,538269288
2020.01.09,DSPS.SI,100,new,38121200
2020.01.09,STEG.SI,100,new,22882257
2020.01.09,STEG.SI,100,new,22882257
2020.01.09,HBEE.SI,100,new,22866959
2020.01.09,SQTS.SI,100,new,22920174
2020.01.09,SQTS.SI,100,new,22920174
2020.01.09,DBSM.SI,100,new,1275329721
2020.01.09,UOBH.SI,100,new,23474993
2020.01.09,CMLT.SI,100,new,22865436
2020.01.09,CMDG.SI,100,new,22882257
2020.01.09,CMDG.SI,100,new,22882257
2020.01.09,CQCT.SI,100,new,22865436
2020.01.09,OCBC.SI,100,new,22882257
2020.01.09,OCBC.SI,100,new,22882257
2020.01.09,UTOS.SI,100,new,22882257
2020.01.09,KPLM.SI,100,new,22882257
2020.01.09,KPLM.SI,100,new,22928977
2020.01.09,STQR.SI,100,new,22860663
2020.01.09,PWLR.SI,100,new,22862481
2020.01.09,STTF.SI,100,new,1387005582
2020.01.09,CHK,100,replaced,38095796
2020.01.09,QG,140,new,1364685995
2020.01.09,SQQQ.L,142,new,1386990202
2020.01.09,BMG6331P1041,146,new,38145199
2020.01.09,BMG6331P1041,146,partiallyFilled,38145199
2020.01.09,LVMH.SMp,150,new,1387035656
2020.01.09,LB,150,new,1386994002
2020.01.09,US90187B1017,150,new,38155039
2020.01.09,US90187B1017,150,replaced,38155039
2020.01.09,QNZ.QX,200,new,38082018
2020.01.09,QNZ.QX,200,new,38082018
2020.01.09,QNZ.QX,200,new,38082018
2020.01.09,NQB.QX,200,new,38082018
2020.01.09,NQB.QX,200,new,38082018
2020.01.09,NQB.QX,200,new,38082018
2020.01.09,NOBG.SI,200,new,22899521
2020.01.09,UQFC.SI,200,new,22881100
2020.01.09,UQFC.SI,200,new,22881100
2020.01.09,UQFC.SI,200,new,22881100
2020.01.09,UQFC.SI,200,new,22881100
2020.01.09,UQFC.SI,200,new,22881100
2020.01.09,KMQR.SI,200,new,22882257
2020.01.09,SOUT.SI,200,new,1275340646
2020.01.09,SPOS.SI,200,new,22865436
2020.01.09,SPOS.SI,200,new,22865436
2020.01.09,SCIL.SI,200,new,22882257
2020.01.09,OCBC.SI,200,new,22997533
2020.01.09,KPLM.SI,200,new,22905701
2020.01.09,KPLM.SI,200,new,1275329721
2020.01.09,STTF.SI,200,new,22882257
2020.01.09,STTF.SI,200,new,22882257
2020.01.09,STTF.SI,200,new,22928977
2020.01.09,NISE.SI,200,new,22865436
2020.01.09,NISE.SI,200,new,22882257
2020.01.09,NISE.SI,200,new,22882257
2020.01.09,NISE.SI,200,new,22928977
2020.01.09,MQCT.SI,200,new,493607252
2020.01.09,SHEN.SI,200,new,1273131314
2020.01.09,NISE.SI,200,partiallyFilled,22882257
2020.01.09,QTVI.O,200,rejected,1378106459
2020.01.09,VWRD.L,230,new,1386990202
2020.01.09,VQLE.K,239,new,38121348
2020.01.09,VQLE.K,239,partiallyFilled,38121348
2020.01.09,TOTF.SMp,250,new,1387035656
2020.01.09,QNZ.QX,300,new,38082018
2020.01.09,QNZ.QX,300,new,38082018
2020.01.09,QNZ.QX,300,new,38082018
2020.01.09,DQIR.SI,300,new,1565709993
2020.01.09,GLLI.SI,300,new,22881100
2020.01.09,GLLI.SI,300,new,22881100
2020.01.09,TIQN.SI,300,new,38161433
2020.01.09,TIQN.SI,300,new,38161433
2020.01.09,RDSQ.L,300,new,38157015
2020.01.09,DMRC.SI,300,new,38161433
2020.01.09,DMRC.SI,300,new,38161433
2020.01.09,FRHO.SI,300,new,22873201
2020.01.09,FRHO.SI,300,new,493607252
2020.01.09,HKEW.SI,300,new,22881100
2020.01.09,HKEW.SI,300,new,22881100
2020.01.09,STEG.SI,300,new,22905701
2020.01.09,LIBG.SI,300,new,493607252
2020.01.09,UICS.SI,300,new,22962571
2020.01.09,DBSM.SI,300,new,491391301
2020.01.09,UOBH.SI,300,new,22913350
2020.01.09,UOBH.SI,300,new,491391301
2020.01.09,SPOS.SI,300,new,22865436
2020.01.09,OCBC.SI,300,new,22886063
2020.01.09,STHL.SI,300,new,493607252
2020.01.09,LKH.SI,300,new,493607252
2020.01.09,STHO.SI,300,new,22873201
2020.01.09,RDSQ.L,300,replaced,38157015
2020.01.09,RFF.QX,338,new,1422777778
2020.01.09,QU000000ORG5,400,new,940307472
2020.01.09,UTOS.SI,400,new,22886063
2020.01.09,CDLT.SI,400,new,22862573
2020.01.09,IFQR.SI,400,new,22881100
2020.01.09,IFQR.SI,400,new,22881100
2020.01.09,STTF.SI,400,new,1387005469
2020.01.09,CDLT.SI,400,partiallyFilled,22862573
2020.01.09,CDLT.SI,400,partiallyFilled,22862573
2020.01.09,CDLT.SI,400,partiallyFilled,22862573
2020.01.09,HKLD.SI,500,new,38095796
2020.01.09,HKLD.SI,500,new,38095796
2020.01.09,HKLD.SI,500,new,38095796
2020.01.09,HKLD.SI,500,new,38095796
2020.01.09,GLEN.L,500,new,1364685957
2020.01.09,PNEI.SI,500,new,22944483
2020.01.09,HLHL.SI,500,new,22873201
2020.01.09,SG1CI1000004,500,new,38051782
2020.01.09,FRQE.SI,500,new,493607252
2020.01.09,LUCS.SI,500,new,493607252
2020.01.09,SINQ.SI,500,new,22962571
2020.01.09,SINQ.SI,500,new,22962571
2020.01.09,QMRQ.SI,500,new,22866959
2020.01.09,SGXL.SI,500,new,22884346
2020.01.09,CQTL.SI,500,new,22903653
2020.01.09,CMLT.SI,500,new,22860663
2020.01.09,STQS.SI,500,new,22899521
2020.01.09,CTDM.SI,500,new,22886063
2020.01.09,OCBC.SI,500,new,22886063
2020.01.09,WLIL.SI,500,new,22898789
2020.01.09,WLIL.SI,500,new,22898789
2020.01.09,FCRT.SI,500,new,493607252
2020.01.09,STEL.SI,500,new,22860663
2020.01.09,STEL.SI,500,new,22881337
2020.01.09,SIQL.SI,500,new,1364684239
2020.01.09,RXYP.SI,500,new,493607252
2020.01.09,HPHT.SI,500,new,38161433
2020.01.09,HPHT.SI,500,new,38161433
2020.01.09,HPHT.SI,500,new,38161433
2020.01.09,HPHT.SI,500,new,38161433
2020.01.09,FQEH.SI,500,new,493607252
2020.01.09,HKLD.SI,500,partiallyFilled,38095796
2020.01.09,HKLD.SI,500,partiallyFilled,38095796
2020.01.09,HKLD.SI,500,partiallyFilled,38095796
2020.01.09,HKLD.SI,500,replaced,38095796
2020.01.09,HKLD.SI,500,replaced,38095796
2020.01.09,SGXL.SI,500,replaced,22884346
2020.01.09,SGXL.SI,500,replaced,22884346
2020.01.09,SGXL.SI,500,replaced,22884346
2020.01.09,GPBS.SI,600,new,22873201
2020.01.09,SIHM.SI,600,new,22881100
2020.01.09,SIHM.SI,600,new,22881100
2020.01.09,SIHM.SI,600,new,22881100
2020.01.09,QEMN.SI,600,new,1565708541
2020.01.09,IFQR.SI,600,new,1362471815
2020.01.09,EZHL.SI,600,new,22881100
2020.01.09,EZHL.SI,600,new,22881100
2020.01.09,EZHL.SI,600,new,22881100
2020.01.09,EZHL.SI,600,new,22881100
2020.01.09,VIBR.SI,700,new,22881100
2020.01.09,VIBR.SI,700,new,22881100
2020.01.09,HSBQ.L,800,new,1387030248
2020.01.09,VIBR.SI,800,new,22881100
2020.01.09,VIBR.SI,800,new,22881100
2020.01.09,STQR.SI,800,new,940294641
2020.01.09,GLPL.SI,800,new,22898789
2020.01.09,GLPL.SI,800,replaced,22898789
2020.01.09,US4016171054,850,rejected,38043523
2020.01.09,CDLT.SI,900,new,1565686293
2020.01.09,CNGT.SI,1000,new,1275340646
2020.01.09,NOBG.SI,1000,new,22873201
2020.01.09,GENS.SI,1000,new,22874112
2020.01.09,JP3461400008,1000,new,538269288
2020.01.09,GQGR.SI,1000,new,22874112
2020.01.09,QQFS.SI,1000,new,22898789
2020.01.09,JQPF.SI,1000,new,22865436
2020.01.09,SOOK.SI,1000,new,22882257
2020.01.09,CWTD.SI,1000,new,23973734
2020.01.09,SCMN.SI,1000,new,22938923
2020.01.09,SGXL.SI,1000,new,22884346
2020.01.09,CQTL.SI,1000,new,22884346
2020.01.09,UICS.SI,1000,new,22962571
2020.01.09,DBSM.SI,1000,new,1163671697
2020.01.09,SBDS.SI,1000,new,22873201
2020.01.09,UOBH.SI,1000,new,1163671697
2020.01.09,CMDG.SI,1000,new,1186016565
2020.01.09,CMDG.SI,1000,new,22938923
2020.01.09,SPOS.SI,1000,new,22971854
2020.01.09,CQCT.SI,1000,new,22898789
2020.01.09,OLQM.SI,1000,new,22879205
2020.01.09,OCBC.SI,1000,new,491391301
2020.01.09,QSRT.SI,1000,new,23973782
2020.01.09,QSRT.SI,1000,new,23950388
2020.01.09,YNLG.SI,1000,new,22884346
2020.01.09,FCRT.SI,1000,new,1364677612
2020.01.09,STEL.SI,1000,new,1387010483
2020.01.09,KPLM.SI,1000,new,1364663363
2020.01.09,KPLM.SI,1000,new,1431700382
2020.01.09,MONE.SI,1000,new,22938923
2020.01.09,STQR.SI,1000,new,22916689
2020.01.09,STQR.SI,1000,new,1565701390
2020.01.09,STTF.SI,1000,new,1409370183
2020.01.09,STTF.SI,1000,new,24024613
2020.01.09,GLPL.SI,1000,new,22884346
2020.01.09,GLPL.SI,1000,new,22881337
2020.01.09,TSHS.SI,1000,new,22874112
2020.01.09,QMDT.SI,1000,new,22920174
2020.01.09,QMDT.SI,1000,new,22920174
2020.01.09,QSIQ.SI,1000,new,22865436
2020.01.09,SPHR.SI,1000,new,24024613
2020.01.09,FRCT.SI,1000,new,1387010483
2020.01.09,QQFS.SI,1000,partiallyFilled,22898789
2020.01.09,QQFS.SI,1000,partiallyFilled,22898789
2020.01.09,QQFS.SI,1000,partiallyFilled,22898789
2020.01.09,QQFS.SI,1000,partiallyFilled,22898789
2020.01.09,QQFS.SI,1000,partiallyFilled,22898789
2020.01.09,GENS.SI,1000,rejected,22874112
2020.01.09,US36473H1041,1000,rejected,38043523
2020.01.09,QQFS.SI,1000,replaced,22898789
2020.01.09,GLPL.SI,1000,replaced,22898789
2020.01.09,QU000000CWN6,1100,new,23748830
2020.01.09,CHFL.SI,1100,new,22873201
2020.01.09,CJEH.SI,1100,new,22873201
2020.01.09,IFQC.SI,1100,new,22873201
2020.01.09,PM,1100,new,23748826
2020.01.09,QU000000CWN6,1100,partiallyFilled,23748830
2020.01.09,QU000000CWN6,1100,partiallyFilled,23748830
2020.01.09,QU000000CWN6,1100,partiallyFilled,23748830
2020.01.09,QU000000CWN6,1100,partiallyFilled,23748830
2020.01.09,QU000000CWN6,1100,partiallyFilled,23748830
2020.01.09,KTEL.SI,1200,new,22885681
2020.01.09,TBEV.SI,1200,new,1186007990
2020.01.09,QEHL.SI,1300,new,22881100
2020.01.09,QEHL.SI,1400,new,22881100
2020.01.09,8306.T,1500,new,38098840
2020.01.09,QSLM.SI,1500,new,22881100
2020.01.09,QSLM.SI,1500,new,22881100
2020.01.09,FEGL.SI,1500,new,22881100
2020.01.09,FEGL.SI,1500,new,22881100
2020.01.09,MONE.SI,1500,new,940323493
2020.01.09,QBTR.SI,1500,new,22873201
2020.01.09,QMDT.SI,1500,new,22920174
2020.01.09,BOUS.SI,1800,new,22873201
2020.01.09,FEGL.SI,1800,new,22881100
2020.01.09,QBFB.SI,1800,new,1386993194
2020.01.09,QBFB.SI,1800,partiallyFilled,1386993194
2020.01.09,QBFB.SI,1800,partiallyFilled,1386993194
2020.01.09,COSM.SI,1900,new,22881100
2020.01.09,COSM.SI,1900,new,22881100
2020.01.09,CEWL.SI,2000,new,22879205
2020.01.09,BMG4232X1020,2000,new,1163675519
2020.01.09,HK0000069689,2000,new,38082076
2020.01.09,HK0027032686,2000,new,38082076
2020.01.09,HK0027032686,2000,new,38082076
2020.01.09,HK0688002218,2000,new,38052743
2020.01.09,KYG3825B1059,2000,new,1186013396
2020.01.09,SUND.SI,2000,new,1320032072
2020.01.09,CESE.SI,2000,new,940294373
2020.01.09,SCMN.SI,2000,new,22864144
2020.01.09,SQTS.SI,2000,new,22898897
2020.01.09,SPOS.SI,2000,new,493609917
2020.01.09,BRET.SI,2000,new,1320032072
2020.01.09,STHL.SI,2000,new,22971854
2020.01.09,CNQO.SI,2000,new,1186016565
2020.01.09,KQSQ.SI,2000,new,23950388
2020.01.09,GLVT.SI,2000,new,22881100
2020.01.09,GLVT.SI,2000,new,22881100
2020.01.09,WLIL.SI,2000,new,22862231
2020.01.09,WLIL.SI,2000,new,22862231
2020.01.09,WLIL.SI,2000,new,22895567
2020.01.09,WLIL.SI,2000,new,22895567
2020.01.09,YNLG.SI,2000,new,22879205
2020.01.09,STEL.SI,2000,new,22895832
2020.01.09,STQR.SI,2000,new,1364671973
2020.01.09,FRLD.SI,2000,new,940308035
2020.01.09,OVES.SI,2000,new,22895832
2020.01.09,GPHL.SI,2000,new,22873201
2020.01.09,OUER.SI,2000,new,23950388
2020.01.09,SCMN.SI,2000,partiallyFilled,22864144
2020.01.09,KQSQ.SI,2000,partiallyFilled,23950388
2020.01.09,KQSQ.SI,2000,partiallyFilled,23950388
2020.01.09,OUER.SI,2000,partiallyFilled,23950388
2020.01.09,OUER.SI,2000,partiallyFilled,23950388
2020.01.09,KYG3825B1059,2000,replaced,1186013396
2020.01.09,MQXI.SI,2100,new,22873201
2020.01.09,SPRM.SI,2200,new,22913350
2020.01.09,HIQP.SI,2200,new,22873201
2020.01.09,COSM.SI,2200,new,22881100
2020.01.09,COSM.SI,2200,new,22881100
2020.01.09,GENS.SI,2400,new,22913350
2020.01.09,MQPM.SI,2400,new,22881100
2020.01.09,STTF.SI,2400,new,1386993194
2020.01.09,MQCT.SI,2400,new,1364677612
2020.01.09,STTF.SI,2400,partiallyFilled,1386993194
2020.01.09,STTF.SI,2400,partiallyFilled,1386993194
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,MQCT.SI,2400,partiallyFilled,1364677612
2020.01.09,KEPE.SI,2500,new,1431695870
2020.01.09,YOMQ.SI,2500,new,1409357598
2020.01.09,MCHE.SI,2700,new,22944483
2020.01.09,HONG.SI,2700,new,22895832
2020.01.09,HK1097008929,3000,new,38054460
2020.01.09,THQK.SI,3000,new,1409350441
2020.01.09,ETIK.SI,3000,new,22871876
2020.01.09,ETIK.SI,3000,new,22871876
2020.01.09,FEMP.SI,3000,new,1409357598
2020.01.09,HLSF.SI,3000,new,22938592
2020.01.09,CMDG.SI,3000,new,1431700382
2020.01.09,CQCT.SI,3000,new,1186016565
2020.01.09,SUNT.SI,3000,new,1186016565
2020.01.09,FCRT.SI,3000,new,1342363429
2020.01.09,YOMQ.SI,3000,new,1431695870
2020.01.09,CHSN.SI,3000,new,22866305
2020.01.09,SIQL.SI,3000,new,1431700382
2020.01.09,EZHL.SI,3000,new,22884346
2020.01.09,OVES.SI,3000,new,22895832
2020.01.09,HPHT.SI,3000,new,1565709993
2020.01.09,MQCT.SI,3000,new,1186016565
2020.01.09,JUMB.SI,3100,new,1186007946
2020.01.09,MYPL.SI,3100,new,22873201
2020.01.09,JUMB.SI,3100,partiallyFilled,1186007946
2020.01.09,JUMB.SI,3100,partiallyFilled,1186007946
2020.01.09,GSHC.SI,3200,new,22873201
2020.01.09,GFI,3200,rejected,38081835
2020.01.09,BQC,3425,rejected,1453896443
2020.01.09,SCMN.SI,3500,new,1364678108
2020.01.09,CEII.SI,3700,new,22885681
2020.01.09,BRCQ.SI,3800,new,270130058
2020.01.09,SQPP.SI,3800,new,22873201
2020.01.09,MQPI.SI,3800,new,23245433
2020.01.09,OSSQ.SI,3900,new,22873201
2020.01.09,SINP.SI,4000,new,1320032072
2020.01.09,STEG.SI,4000,new,22879587
2020.01.09,QEMN.SI,4000,new,1431700382
2020.01.09,EZRQ.SI,4000,new,22881100
2020.01.09,SPRM.SI,4000,new,22913350
2020.01.09,BEST.SI,4000,new,1186016565
2020.01.09,WLIL.SI,4000,new,22879587
2020.01.09,STTF.SI,4000,new,491391301
2020.01.09,LMRT.SI,4100,new,1364677612
2020.01.09,ITRS.SI,4300,new,1565693232
2020.01.09,MM2Q.SI,4300,new,1186007946
2020.01.09,VERS.SI,4500,new,22873201
2020.01.09,NMBL.K,4500,rejected,23947123
2020.01.09,LTCL.SI,4700,new,22873201
2020.01.09,QCCO.SI,4800,new,22885681
2020.01.09,MTCS.SI,4900,new,22881100
2020.01.09,PECL.SI,4900,new,23474993
2020.01.09,MTCS.SI,5000,new,22881100
2020.01.09,NE,5000,new,1387008083
2020.01.09,NE,5000,new,1387008083
2020.01.09,NE,5000,new,1387008083
2020.01.09,GQGR.SI,5000,new,22895567
2020.01.09,SINP.SI,5000,new,1186016565
2020.01.09,RKHL.SI,5000,new,22873201
2020.01.09,ETIK.SI,5000,new,22905825
2020.01.09,SUNT.SI,5000,new,1431700382
2020.01.09,CNQO.SI,5000,new,1186016565
2020.01.09,KQSQ.SI,5000,new,1186016565
2020.01.09,BQNY.SI,5000,new,22962152
2020.01.09,BQNY.SI,5000,new,22962152
2020.01.09,BQNY.SI,5000,new,22962152
2020.01.09,BQNY.SI,5000,new,22962152
2020.01.09,BQNY.SI,5000,new,22962152
2020.01.09,CRCT.SI,5000,new,1186016565
2020.01.09,CRCT.SI,5000,new,1186016565
2020.01.09,FRET.SI,5000,new,1186016565
2020.01.09,FRET.SI,5000,new,1186016565
2020.01.09,EZHL.SI,5000,new,22871845
2020.01.09,SMGL.SI,5000,new,22884346
2020.01.09,CQLT.SI,5000,new,1163673262
2020.01.09,HPHT.SI,5000,new,1364685955
2020.01.09,MQCT.SI,5000,new,1186016565
2020.01.09,MQCT.SI,5000,new,1186016565
2020.01.09,CNMC.SI,5000,new,22884346
2020.01.09,SBSR.SI,5000,new,22898990
2020.01.09,NE,5000,partiallyFilled,1387008083
2020.01.09,NE,5000,partiallyFilled,1387008083
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CRCT.SI,5000,partiallyFilled,1186016565
2020.01.09,FRET.SI,5000,partiallyFilled,1186016565
2020.01.09,FRET.SI,5000,partiallyFilled,1186016565
2020.01.09,MQCT.SI,5000,partiallyFilled,1186016565
2020.01.09,MQCT.SI,5000,partiallyFilled,1186016565
2020.01.09,MQCT.SI,5000,partiallyFilled,1186016565
2020.01.09,CNMC.SI,5000,partiallyFilled,22884346
2020.01.09,GFI,5000,rejected,38081835
2020.01.09,CNMC.SI,5000,replaced,22884346
2020.01.09,CMCI.SI,5100,new,22873201
2020.01.09,MTCS.SI,5400,new,22881100
2020.01.09,MTCS.SI,5500,new,22881100
2020.01.09,SINQ.SI,5700,new,1320032072
2020.01.09,GRPS.SI,5800,new,22873201
2020.01.09,SQNS.SI,6000,new,1565693232
2020.01.09,QCCO.SI,6000,new,22885681
2020.01.09,JQYQ.SI,6000,new,1409350441
2020.01.09,ETIK.SI,6000,new,22905825
2020.01.09,FRQE.SI,6000,new,1186016565
2020.01.09,WONG.SI,6000,new,22883745
2020.01.09,CMLT.SI,6000,new,22928992
2020.01.09,KQSQ.SI,6000,new,1342363429
2020.01.09,STEL.SI,6000,new,1431700382
2020.01.09,TBEV.SI,6000,new,1186016565
2020.01.09,CMLT.SI,6000,partiallyFilled,22928992
2020.01.09,CMLT.SI,6000,partiallyFilled,22928992
2020.01.09,CMLT.SI,6000,partiallyFilled,22928992
2020.01.09,CMLT.SI,6000,partiallyFilled,22928992
2020.01.09,GYLP.SI,6200,new,22873201
2020.01.09,MYPL.SI,6200,new,1565686293
2020.01.09,MCHL.SI,6400,new,22873201
2020.01.09,CEFC.SI,6600,new,22873201
2020.01.09,PGUN.SI,6600,new,1320032072
2020.01.09,SOGF.SI,6600,new,22885681
2020.01.09,TLS.QX,6700,new,38082018
2020.01.09,PCIL.SI,7000,new,22944483
2020.01.09,CRCT.SI,7000,new,1409370158
2020.01.09,YQZG.SI,7000,new,22605917
2020.01.09,VIVQ.SI,7000,new,22885681
2020.01.09,QFGL.SI,7600,new,22873201
2020.01.09,DMPL.SI,7600,new,895630926
2020.01.09,PQNH.SI,8000,new,22885681
2020.01.09,DESS.SI,8000,new,22885681
2020.01.09,MSEL.SI,8000,new,22873201
2020.01.09,TBEV.SI,8000,new,1186016565
2020.01.09,YQZG.SI,9000,new,1431700382
2020.01.09,RXYP.SI,9200,new,1565693232
2020.01.09,DQTQ.SI,9500,new,1565708504
2020.01.09,TBEV.SI,9500,new,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,TBEV.SI,9500,partiallyFilled,22911006
2020.01.09,QRQM.SI,10000,new,22870919
2020.01.09,VLUE.SI,10000,new,22879129
2020.01.09,GENS.SI,10000,new,1431700382
2020.01.09,KYG2118M1096,10000,new,38054460
2020.01.09,KYG8917X1218,10000,new,1186013396
2020.01.09,EIND.SI,10000,new,1275340646
2020.01.09,YHII.SI,10000,new,1565695791
2020.01.09,STEG.SI,10000,new,1431700382
2020.01.09,CMLT.SI,10000,new,1431700382
2020.01.09,SPOS.SI,10000,new,22883653
2020.01.09,DESS.SI,10000,new,22885681
2020.01.09,CHHQ.SI,10000,new,1275340646
2020.01.09,BQNY.SI,10000,new,22962152
2020.01.09,BQNY.SI,10000,new,22962152
2020.01.09,KEPL.SI,10000,new,1387042190
2020.01.09,STQR.SI,10000,new,1431700382
2020.01.09,LMRT.SI,10000,new,1186016565
2020.01.09,EZHL.SI,10000,new,22871845
2020.01.09,WHHL.SI,10000,new,1565710840
2020.01.09,TEEI.SI,10000,new,1565686740
2020.01.09,HPHT.SI,10000,new,1364677262
2020.01.09,MQCT.SI,10000,new,24024198
2020.01.09,CNMC.SI,10000,new,1186016565
2020.01.09,GEOE.SI,10000,new,22881337
2020.01.09,SOGF.SI,10000,new,22881337
2020.01.09,VIVQ.SI,10000,new,22885681
2020.01.09,KYG8917X1218,10000,replaced,1186013396
2020.01.09,PQNH.SI,10100,new,1565686740
2020.01.09,HPHT.SI,10200,new,1364677262
2020.01.09,TQCO.SI,10800,new,1565695791
2020.01.09,SPQC.SI,11000,new,22873201
2020.01.09,MIDQ.SI,11000,new,22946796
2020.01.09,SPQC.SI,11000,partiallyFilled,22873201
2020.01.09,SPQC.SI,11000,partiallyFilled,22873201
2020.01.09,HEET.SI,11100,new,22873201
2020.01.09,LIBG.SI,11200,new,1320017206
2020.01.09,LIBG.SI,11300,new,23912629
2020.01.09,TYES.SI,11800,new,1565686740
2020.01.09,QMPL.SI,12000,new,1275340646
2020.01.09,HGMM.SI,12000,new,1565695791
2020.01.09,COSC.SI,12000,new,22946796
2020.01.09,BQNY.SI,12000,new,22962152
2020.01.09,LMRT.SI,12000,new,538272113
2020.01.09,CIVM.SI,12000,new,1565686740
2020.01.09,CHIM.SI,13000,new,22873201
2020.01.09,YHII.SI,14000,new,1565693232
2020.01.09,YHII.SI,14000,new,1565686740
2020.01.09,NOBG.SI,15000,new,22946796
2020.01.09,CEII.SI,15000,new,22885681
2020.01.09,WONG.SI,15000,new,22946796
2020.01.09,PQNH.SI,16000,new,1565708504
2020.01.09,GQGR.SI,16000,new,22895578
2020.01.09,LMRT.SI,16000,new,22885681
2020.01.09,ISOT.SI,16000,new,1431695870
2020.01.09,SPHR.SI,16000,new,22947491
2020.01.09,OUER.SI,16000,new,1320028605
2020.01.09,TLVH.SI,16600,new,22873201
2020.01.09,TQCO.SI,16800,new,1565693232
2020.01.09,TECK.SI,17000,new,22885681
2020.01.09,MIDQ.SI,17000,new,22896619
2020.01.09,TRIY.SI,17000,new,940305807
2020.01.09,EZHL.SI,17300,new,22605917
2020.01.09,CEII.SI,17900,replaced,1364702142
2020.01.09,KYG573611004,18000,new,1364685957
2020.01.09,QSIM.SI,18000,new,22885681
2020.01.09,GDSG.SI,18800,new,1565686740
2020.01.09,BMG0505B1081,20000,new,38054460
2020.01.09,CSIL.SI,20000,new,22873201
2020.01.09,KYG8917X1218,20000,new,22953387
2020.01.09,KYG8917X1218,20000,new,22953387
2020.01.09,SQNS.SI,20000,new,1565693232
2020.01.09,SQNS.SI,20000,new,1565695791
2020.01.09,STQB.SI,20000,new,1565708504
2020.01.09,STQB.SI,20000,new,1565693232
2020.01.09,STQB.SI,20000,new,1565695791
2020.01.09,STQB.SI,20000,new,1565686740
2020.01.09,QMPL.SI,20000,new,1431707678
2020.01.09,RKHL.SI,20000,new,1565708504
2020.01.09,RKHL.SI,20000,new,1565686740
2020.01.09,TISE.SI,20000,new,1565693232
2020.01.09,DQTQ.SI,20000,new,1565708504
2020.01.09,DQTQ.SI,20000,new,1565686740
2020.01.09,GPRL.SI,20000,new,1565686740
2020.01.09,QNCH.SI,20000,new,22881337
2020.01.09,SQMU.SI,20000,new,1320032072
2020.01.09,SSHP.SI,20000,new,1565695791
2020.01.09,KIWC.SI,20000,new,1565693232
2020.01.09,QTVE.SI,20000,new,1565695791
2020.01.09,QOIL.SI,20000,new,1565708504
2020.01.09,QOIL.SI,20000,new,1565693232
2020.01.09,QOIL.SI,20000,new,1565695791
2020.01.09,QOIL.SI,20000,new,1565686740
2020.01.09,GKEC.SI,20000,new,22873201
2020.01.09,EZRQ.SI,20000,new,22864144
2020.01.09,MIDQ.SI,20000,new,22946796
2020.01.09,JEPH.SI,20000,new,1275340646
2020.01.09,FEGL.SI,20000,new,1364671973
2020.01.09,FREN.SI,20000,new,1565708504
